"dif"	"ontology"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"ID"	"geneID"
"dysregulated"	"BP"	"positive regulation of protein kinase activity"	140	"140/3226"	"447/13946"	3.34875562544385e-05	0.00295669362068035	0.00256728892807307	"GO:0045860"	"CD24/SASH1/ADORA2B/INAVA/IL18/NKX3-1/SYK/SOCS1/MAP3K21/EGR1/PROK2/NTRK2/LRP8/TNFSF11/CAMK1/IRGM/MAPRE3/IFNG/CDC6/DOCK3/DUSP6/HSP90AB1/RPTOR/CD40LG/NEURL1/TNF/CAMKK1/CCDC88A/CXCR4/FGFR1/HACD3/CDKN1A/CLSPN/NAB2/TP73/KIT/ADAM9/MIF/PEA15/TRAF4/CCR7/ARRB1/CKS2/MAPKAPK3/PDGFRB/CKS1B/TNFRSF10B/EZH2/ACSL1/PRKAG2/CLU/MAP3K20/HIGD1A/CIB1/NCAPG2/IRAK1/ECT2/UBE2N/HSP90AA1/MAP3K9/MLST8/XRCC6/CDK1/TXN/AKT1/ZFP91/DVL2/MAP2K1/UBA52/RAPGEF1/CD81/KRAS/MAP3K3/PSEN1/LAT/RASGRP1/MUL1/PRNP/MAP2K2/SLK/PRKACB/NOD1/RPS3/RIPK1/MAP2K6/BRAF/STK10/DGKQ/ACVR2B/STK4/RPS27A/PIK3CA/PIK3R5/PRR5/FRS2/F2R/KIDINS220/RPLP1/TAB3/MAP3K10/ZEB2/MAP3K12/MAP2K5/S1PR2/CASS4/CDC25B/ATP2B4/THBS1/AGER/MAP4K1/SNX9/MAP4K4/SHC1/MAPK8IP3/P2RX7/IL23R/TLR6/FYN/MAP3K5/CSF1/ERCC6/RIPK3/PRKCZ/ADAM8/CCL5/AKAP13/PINK1/PDGFD/SLC27A1/IL6R/ADRB2/EPHA4/GAS6/PAK3/PDGFA/ERN1/TENM1/ROR2/ACE/DAB1"
"dysregulated"	"BP"	"positive regulation of leukocyte cell-cell adhesion"	70	"70/3226"	"195/13946"	3.42872499200634e-05	0.00298143223168551	0.00258876939587847	"GO:1903039"	"CD24/IL18/HHLA2/SYK/SOCS1/IL2RA/TNFSF11/FOXP3/MYB/CLECL1/HSPH1/ICOS/IFNG/CD40LG/TNF/IGFBP2/TFRC/HLA-DPA1/YES1/TNFSF14/HSPD1/DNAJA3/CCR7/LGALS1/CBFB/AKT1/RAC1/HLA-DMB/CD3E/PRKCQ/SASH3/RASGRP1/RPS3/HAVCR2/PIK3CA/ZAP70/SKAP1/IL6ST/IL12RB1/GATA3/BTLA/TNFRSF14/AGER/SIRPG/NFKBIZ/VSIR/SIRPB1/XBP1/TMIGD2/IL23R/FYN/CD44/PIK3R1/PRKCZ/ANXA1/ADAM8/KLRK1/HLA-E/CCL5/CD27/CCR2/TNFRSF13C/PDCD1LG2/JAK3/IL6R/CTLA4/VCAM1/PAK3/ZBTB16/IL7R"
"dysregulated"	"BP"	"regulation of leukocyte cell-cell adhesion"	89	"89/3226"	"262/13946"	3.73332137319517e-05	0.00319784050160703	0.00277667610066079	"GO:1903037"	"CD24/IL18/ARG2/HHLA2/SYK/SOCS1/IL2RA/PAWR/NRARP/TNFSF11/FOXP3/MYB/CEACAM1/CLECL1/HSPH1/ICOS/IFNG/CD40LG/TNF/IGFBP2/TFRC/HLA-DPA1/YES1/TNFSF14/HSPD1/DNAJA3/LGALS3/CCR7/LGALS1/CBFB/AKT1/RAC1/HLA-DMB/CD3E/PRKCQ/SASH3/RASGRP1/PRNP/MIA3/RPS3/SMAD7/HAVCR2/PIK3CA/IRF1/ZAP70/PTPN22/SKAP1/IL6ST/TBX21/IL12RB1/GATA3/BTLA/TNFRSF14/AGER/ITCH/NDFIP1/SIRPG/NFKBIZ/TNFAIP8L2/LAX1/PAG1/VSIR/SIRPB1/XBP1/TMIGD2/IL23R/FYN/CD44/PIK3R1/PRKCZ/ANXA1/ADAM8/KLRK1/HLA-E/CCL5/CD27/CCR2/TNFRSF13C/PDCD1LG2/MAD1L1/JAK3/RIPOR2/IL6R/CTLA4/VCAM1/PAK3/DLG5/ZBTB16/IL7R"
"dysregulated"	"BP"	"phosphatidylinositol 3-kinase signaling"	45	"45/3226"	"112/13946"	3.9839161816749e-05	0.00333248945599751	0.00289359141693348	"GO:0014065"	"OSM/IL18/SERPINE2/NKX3-1/NTRK2/IER3/CEACAM1/C1QBP/TNF/FGFR1/IRS1/KIT/PDGFRB/SEMA4D/AKT1/PIP5K1A/CEP55/PTEN/RASGRP1/NLRC3/PIP4K2A/PIK3CA/PIK3R5/PRR5/F2R/PLEKHA1/GATA3/PRR5L/HCST/PPP2R5C/IGF1R/ZFP36L1/LIME1/NOP53/FYN/PIK3R1/PTPN13/NF1/CCL5/PDGFD/FGR/PIK3AP1/PIK3IP1/LTK/PDGFA"
"dysregulated"	"BP"	"response to bacterium"	135	"135/3226"	"430/13946"	4.05355563016304e-05	0.00333248945599751	0.00289359141693348	"GO:0009617"	"C15orf48/CD24/ANXA3/SASH1/GJB2/INAVA/IL18/ARG2/ADM/IRF8/COCH/PYGL/IL13/GJB6/UNC13B/SYK/IFIT3/CSF2/CYP1A1/LTA/CSF2RB/SCARB1/IRAK3/VGF/CMPK2/BNIP3/IRGM/JUN/SGMS1/SEH1L/CDK4/CARD9/TNF/MAPK8/HIST1H2BK/FKBP5/HSPD1/PRDX3/ADAM9/MIF/JUND/CCR7/ATP2A2/NFKB1/MAPKAPK3/CDK19/PLCG2/LSM5/AKAP8/IRF5/IRAK1/JUNB/CHUK/GPX1/HNRNPA0/AKT1/GSTP1/FOXP1/CTR9/MYD88/CYBA/IRF3/RPS19/B2M/SBNO2/SYT11/NFKBIA/NOD1/BCR/NFKB2/OAS2/NLRC5/HAVCR2/IL12RB2/RPL39/RPL30/GSDMD/PTPN22/F2R/RPS6KA3/OPTN/CA5B/GGT1/TNFRSF14/OTUD5/CARD16/RAB29/ACP5/FASLG/BCL3/SHC1/CD79B/CCR4/P2RX7/PRKCE/GBP5/HERC6/HPGD/XBP1/SIGIRR/IL23R/TLR6/TNFSF8/NR1H3/LYST/HDAC5/PLAC8/RGS1/CASP1/SERPINB9/PDE4D/NUGGC/PDCD4/PLA2G6/KLRK1/IL10RA/HLA-E/LITAF/CCL5/TMEM229B/CCR5/CX3CR1/PDCD1LG2/ADGRB1/FGR/TLR1/CUBN/IL6R/TNFAIP3/GZMA/IL24/VCAM1/NLRP1/GNLY/ABCA1"
"dysregulated"	"BP"	"regulation of cell cycle phase transition"	116	"116/3226"	"360/13946"	4.06471967101978e-05	0.00333248945599751	0.00289359141693348	"GO:1901987"	"FHL1/CYP1A1/HSPA2/HECW2/TERT/NINL/DYRK3/TUBG1/XRCC3/NEK6/E2F7/CDC45/CDC6/MUC1/CDK4/CEP72/RECQL4/PRMT1/RPTOR/PINX1/E2F1/DONSON/DTL/CDK2/MIIP/CHEK1/CDKN1A/CLSPN/PAXIP1/ATAD5/CDC25A/CENPJ/TUBA4A/TFDP1/MAD2L1/PCNA/MAD2L2/RAD51C/UIMC1/MSH6/AURKA/TRIP13/AURKB/TICRR/EZH2/PLK4/HAUS8/MTBP/TFAP4/RFWD3/YWHAG/KNTC1/ORC1/EIF4G1/BUB1B/BAX/WEE1/HSP90AA1/RBX1/INO80/APEX1/BRCA1/E2F4/UBE2C/HAUS6/YWHAE/ESPL1/CDCA5/CDK1/BCL2/PSME3/TOPBP1/GTSE1/NBN/RPS27/BUB1/PSME2/PLK1/NPM1/RAD21/KMT2E/PTEN/ZNF655/RPL26/DCTN3/TUBA1A/USP47/OFD1/ARID3A/PPP1R9B/TFDP2/FOXN3/AKAP9/MDM4/CEP164/NACC2/FOXO4/CDC25B/ATP2B4/ZFP36L2/CDKN1B/SYF2/CEP290/ATM/CDC14A/ZFP36L1/CTDSP2/NOP53/CNOT6L/RBL2/BTG2/SMARCD3/ANXA1/MAD1L1/PLCB1/CDC14B"
"dysregulated"	"BP"	"DNA strand elongation"	15	"15/3226"	"24/13946"	4.18679805580518e-05	0.00338423014679802	0.00293851771626119	"GO:0022616"	"TERT/FEN1/GINS3/GINS2/RFC3/POLD2/DNA2/RFC4/DCLRE1B/PCNA/GINS1/LIG3/POLE/POLA1/NBN"
"dysregulated"	"BP"	"DNA strand elongation involved in DNA replication"	12	"12/3226"	"17/13946"	4.3378007278654e-05	0.00345758866350271	0.00300221471428579	"GO:0006271"	"FEN1/GINS3/GINS2/RFC3/POLD2/DNA2/RFC4/PCNA/GINS1/LIG3/POLE/POLA1"
"dysregulated"	"BP"	"cellular response to oxidative stress"	85	"85/3226"	"249/13946"	4.52640691972584e-05	0.00355849990579542	0.00308983566805798	"GO:0034599"	"GJB2/TRPM2/MAPT/PAWR/PTPRK/CYP1B1/PRDX1/BNIP3/MYB/PYCR1/JUN/TRAP1/PPARGC1B/CYCS/LONP1/TNF/AGAP3/MAPK8/CDK2/MELK/HSPB1/PRDX2/PCNA/PRDX3/FANCD2/SIGMAR1/ATP2A2/NET1/EZH2/FANCC/EIF2S1/TXNRD1/MAPK7/ECT2/PPIF/IMPACT/APEX1/CDK1/NME2/ERCC6L2/BCL2/DHFR/HIF1A/TXN/CHUK/GPX1/AKT1/VKORC1L1/PPP5C/STAU1/CYBA/RACK1/MGMT/SETX/RPS3/RIPK1/ARNTL/GPX7/PLEKHA1/PXN/RHOB/PRR5L/MAPK13/CHD6/FBLN5/KLF2/MAP1LC3A/TLR6/TSC1/FYN/MAP3K5/SESN2/ABCD1/MCL1/ANXA1/ZNF277/PDK2/FOXO3/PINK1/PDGFD/TNFAIP3/IL18RAP/HMOX1/TP53INP1/EPAS1"
"dysregulated"	"BP"	"negative regulation of mitotic cell cycle phase transition"	61	"61/3226"	"166/13946"	4.88340474640322e-05	0.00377272653787435	0.00327584806270984	"GO:1901991"	"FHL1/XRCC3/E2F7/CDC6/MUC1/PRMT1/PINX1/E2F1/DONSON/CDK2/MIIP/CDKN1A/CLSPN/TFDP1/MAD2L1/PCNA/MAD2L2/MSH6/AURKA/TRIP13/AURKB/TICRR/EZH2/RFWD3/ORC1/BUB1B/BAX/WEE1/RBX1/BRCA1/E2F4/CDK1/BCL2/TOPBP1/GTSE1/NBN/RPS27/BUB1/PLK1/RAD21/PTEN/ZNF655/RPL26/USP47/ARID3A/TFDP2/FOXN3/MDM4/NACC2/FOXO4/ZFP36L2/CDKN1B/SYF2/ATM/ZFP36L1/CTDSP2/NOP53/CNOT6L/RBL2/BTG2/MAD1L1"
"dysregulated"	"BP"	"type I interferon signaling pathway"	33	"33/3226"	"75/13946"	5.03810895462822e-05	0.00377272653787435	0.00327584806270984	"GO:0060337"	"IRF8/IFIT3/EGR1/IFIT2/HSP90AB1/IRF4/CDC37/MX1/IRF5/IRAK1/ABCE1/IFNAR2/MYD88/IRF3/IFITM1/MUL1/IRF7/JAK1/SAMHD1/OAS2/NLRC5/IFITM2/IRF1/HLA-B/STAT2/HLA-F/HLA-C/IFI6/HLA-A/ISG20/XAF1/HLA-E/ZBP1"
"dysregulated"	"BP"	"cellular response to type I interferon"	33	"33/3226"	"75/13946"	5.03810895462822e-05	0.00377272653787435	0.00327584806270984	"GO:0071357"	"IRF8/IFIT3/EGR1/IFIT2/HSP90AB1/IRF4/CDC37/MX1/IRF5/IRAK1/ABCE1/IFNAR2/MYD88/IRF3/IFITM1/MUL1/IRF7/JAK1/SAMHD1/OAS2/NLRC5/IFITM2/IRF1/HLA-B/STAT2/HLA-F/HLA-C/IFI6/HLA-A/ISG20/XAF1/HLA-E/ZBP1"
"dysregulated"	"BP"	"signal transduction in response to DNA damage"	49	"49/3226"	"126/13946"	5.06185648050749e-05	0.00377272653787435	0.00327584806270984	"GO:0042770"	"SPRED2/PMAIP1/DYRK3/E2F7/EEF1E1/MUC1/PRMT1/E2F1/DTL/CDK2/CHEK1/CDKN1A/PAXIP1/ATAD5/TFDP1/FOXM1/PCNA/MAD2L2/MIF/UIMC1/AURKA/SMYD2/HIC1/TFAP4/PRPF19/BAX/BRCA1/E2F4/CDK1/GTSE1/NBN/RPS27/PLK1/RPL26/ARID3A/TFDP2/MDM4/CDKN1B/BCL3/ING4/ATM/PYHIN1/CNOT6L/SESN2/RBL2/BTG2/CD44/FOXO3/CDC14B"
"dysregulated"	"BP"	"cellular response to alcohol"	31	"31/3226"	"69/13946"	5.18267794616883e-05	0.0038132549657773	0.00331103878504227	"GO:0097306"	"NPAS4/LRP8/ADCY3/AACS/AHR/CDK4/ACACA/FDX1/HMGCS1/AKAP8/RAD51/BRCA1/AKT1/CTNNA1/LARP1/GNB1/PTEN/ADCY7/ITPR2/OSBPL7/KLF9/MAP4K1/ATP2B1/PRKCE/KLF2/XRN1/PTCH1/PTGDR/FOXO3/TP53INP1/ABCA1"
"dysregulated"	"BP"	"DNA replication initiation"	18	"18/3226"	"32/13946"	5.3145199560284e-05	0.00383642993411426	0.00333116154622516	"GO:0006270"	"ORC6/CDC45/CDC6/MCM4/CDK2/MCM10/POLA2/MCM2/MCM6/MCM3/MCM5/TICRR/CCNE1/ORC1/POLA1/ORC2/MCM7/NBN"
"dysregulated"	"BP"	"positive regulation of T cell activation"	67	"67/3226"	"187/13946"	5.34787235980381e-05	0.00383642993411426	0.00333116154622516	"GO:0050870"	"CD24/IL18/HHLA2/SYK/SOCS1/IL2RA/TNFSF11/FOXP3/MYB/CLECL1/HSPH1/ICOS/IFNG/CD40LG/IGFBP2/TFRC/HLA-DPA1/YES1/TNFSF14/HSPD1/DNAJA3/CCR7/LGALS1/CBFB/AKT1/RAC1/HLA-DMB/CD3E/PRKCQ/SASH3/RASGRP1/RPS3/HAVCR2/PIK3CA/ZAP70/IL6ST/IL12RB1/GATA3/BTLA/TNFRSF14/AGER/SIRPG/NFKBIZ/VSIR/SIRPB1/XBP1/TMIGD2/IL23R/FYN/PIK3R1/PRKCZ/ANXA1/ADAM8/KLRK1/HLA-E/CCL5/CD27/CCR2/TNFRSF13C/PDCD1LG2/JAK3/IL6R/CTLA4/VCAM1/PAK3/ZBTB16/IL7R"
"dysregulated"	"BP"	"telomere organization"	61	"61/3226"	"167/13946"	5.98064002213527e-05	0.00423739420827584	0.00367931772122006	"GO:0032200"	"TERT/GNL3/XRCC3/MYC/RFC2/FEN1/RECQL4/HSP90AB1/DKC1/PINX1/CCT5/POLD1/POLA2/RFC3/POLD2/RFC5/NHP2/DNA2/EXO1/RFC4/DCLRE1B/PCNA/POLD3/CCT3/RAD51C/SLX4/DOT1L/AURKB/CCT6A/CCT7/FBXO4/HNRNPA2B1/NOP10/CCT2/CCNE1/RAD51/HSP90AA1/PRIM1/POLA1/APEX1/PTGES3/XRCC6/PRIM2/RFC1/NAT10/NBN/CCT8/H3F3B/PRKCQ/SMARCAL1/DCLRE1C/TEP1/TNKS/TNKS2/TINF2/ZBTB48/HMBOX1/DCP2/ATM/XRN1/POLD4"
"dysregulated"	"BP"	"negative regulation of cell cycle phase transition"	65	"65/3226"	"181/13946"	6.33599267065427e-05	0.00443442218742499	0.00385039657289825	"GO:1901988"	"FHL1/XRCC3/E2F7/CDC6/MUC1/PRMT1/PINX1/E2F1/DONSON/DTL/CDK2/MIIP/CHEK1/CDKN1A/CLSPN/TFDP1/MAD2L1/PCNA/MAD2L2/UIMC1/MSH6/AURKA/TRIP13/AURKB/TICRR/EZH2/RFWD3/ORC1/BUB1B/BAX/WEE1/RBX1/BRCA1/E2F4/CDK1/BCL2/TOPBP1/GTSE1/NBN/RPS27/BUB1/PLK1/RAD21/PTEN/ZNF655/RPL26/USP47/ARID3A/TFDP2/FOXN3/MDM4/NACC2/FOXO4/ZFP36L2/CDKN1B/SYF2/ATM/ZFP36L1/CTDSP2/NOP53/CNOT6L/RBL2/BTG2/MAD1L1/CDC14B"
"dysregulated"	"BP"	"DNA damage response, signal transduction by p53 class mediator"	41	"41/3226"	"101/13946"	6.5371258666265e-05	0.00452006811428548	0.00392476269532148	"GO:0030330"	"SPRED2/PMAIP1/DYRK3/E2F7/EEF1E1/MUC1/PRMT1/E2F1/CDK2/CDKN1A/PAXIP1/TFDP1/FOXM1/PCNA/MIF/AURKA/SMYD2/HIC1/TFAP4/BAX/BRCA1/E2F4/CDK1/GTSE1/NBN/RPS27/RPL26/ARID3A/TFDP2/MDM4/CDKN1B/BCL3/ING4/ATM/PYHIN1/CNOT6L/SESN2/RBL2/BTG2/CD44/FOXO3"
"dysregulated"	"BP"	"secondary alcohol biosynthetic process"	28	"28/3226"	"61/13946"	7.39957539707652e-05	0.00505549561950264	0.00438967292352885	"GO:1902653"	"SCD/DHCR7/FASN/CYP51A1/ACAT2/DHCR24/LSS/MVK/MSMO1/IDI1/ERLIN1/RAN/ACACA/SQLE/FDFT1/FDPS/NSDHL/HMGCS1/EBP/SREBF1/INSIG2/SC5D/INSIG1/ACLY/HMGCR/ERG28/SP1/CES1"
"dysregulated"	"BP"	"mRNA catabolic process"	98	"98/3226"	"299/13946"	7.62234974583296e-05	0.00514643119898063	0.0044686320367521	"GO:0006402"	"SAMD4A/MRTO4/EXOSC5/EXOSC2/E2F1/TNFSF13/HSPB1/EXOSC4/EXOSC8/POLR2D/TBRG4/SYNCRIP/EIF4A3/LSM1/EXOSC7/LSM5/EIF4G1/KHSRP/MEX3D/ELAVL1/APEX1/NT5C3B/RNH1/HSPA8/TNPO1/FASTKD1/NCBP2/HNRNPA0/AKT1/RNPS1/LARP1/RPS27/DHX9/NANOS1/NPM1/HNRNPR/RPL17/UBA52/RPL41/MYD88/RPL27/PNRC2/RPL28/RPL26/RPL18/RPS19/RPS3A/RPLP2/RPL36/TENT2/RPS15/RPL29/RPL7/RPL37/RPS20/RPL35A/RPL13A/RPS25/RPS21/DCP1B/RPS10/RPS3/RPS15A/RPL34/RPS23/RPS27A/RPS4X/RPL39/RPL30/NBAS/RPS18/RPLP1/RPL31/PAN3/RPS12/PAN2/RPL13/TUT7/PRR5L/RPS14/RPS24/ZFP36L2/HELZ2/ZC3H12D/RPL38/DCP2/ATM/RPL10/ZFP36L1/PATL2/RPS29/CNOT6L/XRN1/BTG2/AGO4/TOB1/TENT5C/ERN1"
"dysregulated"	"BP"	"protein targeting to membrane"	66	"66/3226"	"186/13946"	8.47231782469052e-05	0.00565379441812778	0.00490917412265421	"GO:0006612"	"ZDHHC23/MYO1C/ZDHHC9/ICMT/CIB1/RAB3IP/RPS27/RPL17/UBA52/RPL41/RPL27/RPL28/RPL26/RPL18/RPS19/SSR2/RPS3A/VAMP7/RPLP2/RPL36/RPS15/PRNP/RPL29/RPL7/SDCBP/RPL37/RPS20/RPL35A/RPL13A/RPS25/SSR3/TRAM1/RPS21/RPS10/RPS3/RPS15A/RPL34/RPS23/RPS27A/RPS4X/RPL39/SGTB/RPL30/RPS18/RPLP1/RPL31/GOLGA7/RPS12/ZDHHC14/RPL13/ARL6IP1/RPS14/RPS24/RPL38/INPP5K/RTP4/RPL10/EXOC4/ITGB2/RPS29/ZDHHC24/FYN/ITGAM/RN7SL1/RN7SL2/RN7SL3"
"dysregulated"	"BP"	"response to type I interferon"	34	"34/3226"	"80/13946"	9.14720329797993e-05	0.00596543178717123	0.00517976799194222	"GO:0034340"	"IRF8/IFIT3/EGR1/IFIT2/HSP90AB1/IRF4/CDC37/SHMT2/MX1/IRF5/IRAK1/ABCE1/IFNAR2/MYD88/IRF3/IFITM1/MUL1/IRF7/JAK1/SAMHD1/OAS2/NLRC5/IFITM2/IRF1/HLA-B/STAT2/HLA-F/HLA-C/IFI6/HLA-A/ISG20/XAF1/HLA-E/ZBP1"
"dysregulated"	"BP"	"monosaccharide biosynthetic process"	34	"34/3226"	"80/13946"	9.14720329797993e-05	0.00596543178717123	0.00517976799194222	"GO:0046364"	"PC/NLN/PGK1/SDHAF3/SLC25A10/PGP/PER2/SLC37A4/TPI1/ALDOA/KAT2A/PGD/ENO1/SORD/FAM3C/PGAM1/GPI/ENO3/GOT2/ENO2/G6PC3/ALDOA/SLC25A13/SLC25A11/WDR5/SLC25A1/MDH2/AKR1A1/PPP4R3B/FAM3A/DGKQ/SESN2/PDK2/OGT"
"dysregulated"	"BP"	"mononuclear cell proliferation"	78	"78/3226"	"229/13946"	9.91600941589123e-05	0.00639415483570784	0.00555202703427901	"GO:0032943"	"CD24/IL18/ARG2/HHLA2/IL13/SYK/IL2RA/PAWR/FOXP3/CTPS1/AHR/CLECL1/MZB1/CD40LG/IGFBP2/CD320/TFRC/HELLS/HLA-DPA1/TNFSF14/IMPDH1/ATAD5/HSPD1/DNAJA3/CD151/MIF/LGALS3/IMPDH2/LEF1/BAX/BCL2/HLA-DMB/ELF4/CD81/CD3E/PRKCQ/SASH3/PRNP/NFATC2/RPS3/HAVCR2/PLCL2/IRF1/ZAP70/PTPN22/IL6ST/IL12RB1/TNFRSF14/AGER/ITCH/NDFIP1/ATM/VSIR/P2RX7/TNFRSF4/TMIGD2/IL23R/FYN/CSF1/RIPK3/ANXA1/HLA-E/CCL5/CCR2/BTN3A1/TNFRSF13C/PDCD1LG2/MAD1L1/SATB1/JAK3/IL6R/CTLA4/IRS2/VCAM1/DLG5/IL7R/FCRL3/ACE"
"dysregulated"	"BP"	"inositol lipid-mediated signaling"	52	"52/3226"	"139/13946"	0.000100361050789201	0.00639968967199139	0.00555683291738103	"GO:0048017"	"PLCH1/OSM/IL18/SERPINE2/NKX3-1/NTRK2/IER3/CEACAM1/C1QBP/TNF/FGFR1/IRS1/KIT/PDGFRB/NCS1/SEMA4D/AKT1/PIP5K1A/CEP55/PTEN/EXOC1/RASGRP1/NLRC3/PIP4K2A/PIK3CA/PIK3R5/PRR5/F2R/PLEKHA1/GATA3/PRR5L/HCST/PPP2R5C/IGF1R/ZFP36L1/LIME1/NOP53/FYN/PIK3R1/PTPN13/NF1/CCL5/OGT/PDGFD/GAB2/FGR/PIK3AP1/IRS2/PIK3IP1/PLD1/LTK/PDGFA"
"dysregulated"	"BP"	"translational initiation"	66	"66/3226"	"187/13946"	0.000101765608055378	0.00641136938354237	0.00556697437875471	"GO:0006413"	"DHX33/C8orf88/TNF/EIF4E/HSPB1/EIF4EBP1/EIF4G3/POLR2D/TICRR/EIF2S1/KLHL25/EIF4G1/ABCE1/IMPACT/CDC123/EIF1AX/EIF3B/NCBP2/DDX1/LARP1/RPS27/NPM1/RPL17/UBA52/RPL41/EIF1/EIF3G/RPL27/RPL28/RPL26/RPL18/RPS19/RPS3A/RPLP2/RPL36/RPS15/RPL29/RPL7/RPL37/RPS20/RPL35A/RPL13A/RPS25/RPS21/RPS10/RPS3/RPS15A/RPL34/RPS23/EIF3H/RPS27A/RPS4X/RPL39/EIF3F/RPL30/RPS18/RPLP1/RPL31/RPS12/RPL13/RPS14/RPS24/RPL38/RPL10/RPS29/CCL5"
"dysregulated"	"BP"	"regulation of reactive oxygen species biosynthetic process"	30	"30/3226"	"68/13946"	0.000102778529933072	0.00641136938354237	0.00556697437875471	"GO:1903426"	"ARG2/PTGIS/IFNG/TRAP1/HSP90AB1/TNF/GLA/SLC25A33/HSPD1/CLU/KHSRP/HSP90AA1/AKT1/RAC1/CYBA/ABCD2/DDAH2/ATP2B4/ACP5/KLF2/ITGB2/TLR6/FYN/ABCD1/SMAD3/KLRK1/HDAC4/FOXO3/CX3CR1/ADGRB1"
"dysregulated"	"BP"	"regulation of transcription involved in G1/S transition of mitotic cell cycle"	16	"16/3226"	"28/13946"	0.000107632933933826	0.00662613541252537	0.00575345513025286	"GO:0000083"	"CCNA1/E2F7/CDC45/CDC6/E2F1/TYMS/TFDP1/PCNA/E2F6/CCNE1/ORC1/POLA1/E2F4/ZPR1/DHFR/TFDP2"
"dysregulated"	"BP"	"phosphatidylinositol-mediated signaling"	51	"51/3226"	"136/13946"	0.0001085305329809	0.00662613541252537	0.00575345513025286	"GO:0048015"	"PLCH1/OSM/IL18/SERPINE2/NKX3-1/NTRK2/IER3/CEACAM1/C1QBP/TNF/FGFR1/IRS1/KIT/PDGFRB/NCS1/SEMA4D/AKT1/PIP5K1A/CEP55/PTEN/EXOC1/RASGRP1/NLRC3/PIP4K2A/PIK3CA/PIK3R5/PRR5/F2R/PLEKHA1/GATA3/PRR5L/HCST/PPP2R5C/IGF1R/ZFP36L1/LIME1/NOP53/FYN/PIK3R1/PTPN13/NF1/CCL5/OGT/PDGFD/GAB2/FGR/PIK3AP1/IRS2/PIK3IP1/LTK/PDGFA"
"dysregulated"	"BP"	"positive regulation of kinase activity"	147	"147/3226"	"484/13946"	0.000114610459711316	0.00686660588655111	0.00596225498059133	"GO:0033674"	"CD24/SASH1/ADORA2B/INAVA/IL18/NKX3-1/SYK/SOCS1/MAP3K21/EGR1/MAPT/PROK2/NTRK2/LRP8/TNFSF11/CAMK1/IRGM/MAPRE3/IFNG/CDC6/DOCK3/DUSP6/HSP90AB1/RPTOR/CD40LG/NEURL1/TNF/CAMKK1/CCDC88A/ITSN1/CXCR4/FGFR1/HACD3/CDKN1A/IRS1/CLSPN/NAB2/TP73/KIT/ADAM9/MIF/PEA15/TRAF4/CCR7/ARRB1/CKS2/MAPKAPK3/PDGFRB/CKS1B/TNFRSF10B/EZH2/ACSL1/PRKAG2/CLU/MAP3K20/HIGD1A/CIB1/NCAPG2/IRAK1/ECT2/UBE2N/HSP90AA1/MAP3K9/MLST8/XRCC6/CDK1/TXN/AKT1/NBN/ZFP91/DVL2/PIFO/MAP2K1/UBA52/RAPGEF1/CD81/KRAS/MAP3K3/PSEN1/LAT/RASGRP1/MUL1/PRNP/MAP2K2/SLK/PRKACB/NOD1/RPS3/RIPK1/MAP2K6/BRAF/STK10/DGKQ/ACVR2B/STK4/RPS27A/PIK3CA/PIK3R5/PRR5/FRS2/F2R/KIDINS220/RPLP1/TAB3/MAP3K10/ZEB2/MAP3K12/MAP2K5/S1PR2/CASS4/CDC25B/ATP2B4/THBS1/AGER/MAP4K1/SNX9/MAP4K4/SHC1/MAPK8IP3/P2RX7/ATG14/IL23R/TLR6/FYN/MAP3K5/CSF1/ERCC6/RIPK3/PRKCZ/ADAM8/CCL5/AKAP13/PINK1/PDGFD/SLC27A1/FGR/IL6R/ADRB2/EPHA4/GAS6/PAK3/PDGFA/ERN1/TENM1/ROR2/ACE/DAB1"
"dysregulated"	"BP"	"nucleotide-excision repair, DNA gap filling"	14	"14/3226"	"23/13946"	0.00011486219987958	0.00686660588655111	0.00596225498059133	"GO:0006297"	"RFC2/POLD1/RFC3/POLD2/RFC5/RFC4/PCNA/POLD3/LIG3/POLE/RFC1/UBA52/RPS27A/POLD4"
"dysregulated"	"BP"	"positive regulation of leukocyte mediated immunity"	47	"47/3226"	"123/13946"	0.000117826389615659	0.00697119226808522	0.00605306704764546	"GO:0002705"	"ADORA2B/IL18/IL13/IL1R1/SYK/LTA/PVR/FOXP3/TNF/UNG/TFRC/TNFSF13/STXBP1/DDX21/PAXIP1/ATAD5/HSPD1/MAD2L2/MSH6/NSD2/DDX1/SASH3/VAMP7/RASGRP1/B2M/IL18R1/HLA-B/TBX21/IL12RB1/GATA3/HLA-F/HLA-C/CRTAM/P2RX7/HLA-A/SLAMF6/ITGB2/IL23R/DDX58/ITGAM/PRKCZ/KLRK1/HLA-E/GAB2/FGR/IL18RAP/CADM1"
